prompt,true_answer,model_answer
"Question: When was the most recent Super Bowl hosted in the South Florida/Miami area?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""2010""]","[""2010""]"
"Question: When did the San Francisco Bay area last host the Super Bowl?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""1985""]","[""1985""]"
"Question: What was the other finalist besides Levi""s Stadium?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""Sun Life Stadium""]","[""Sun Life Stadium""]"
"Question: When were the finalists announced?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""October 16, 2012"", ""October 16, 2012,""]","[""October 16, 2012""]"
"Question: In what venue did Super Bowl XIX take place?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""Stanford Stadium""]","[""Stanford Stadium""]"
"Question: On what date did the Florida legislature decide against the plan to renovate the Miami stadium?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""May 3, 2013""]","[""May 3, 2013""]"
"Question: What was the last Super Bowl that took place at Sun Life Stadium in Miami? 

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""Super Bowl XLIV"", ""2010""]","[""Super Bowl XLIV""]"
"Question: In 2012, how many stadiums were named as finalists for hosting Super Bowl 50 before the final stadium was chosen?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""two""]","[""2""]"
"Question: What was the entity that stepped in and caused Miami""s Sun Life Stadium to no longer be in the running to host Super Bowl 50?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""Florida legislature"", ""the Florida legislature""]","[""Florida legislature""]"
"Question: Prior to this consideration, when did San Francisco last host a Super Bowl?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""1985""]","[""1985""]"
"Question: What date were the top two stadium choices for Super Bowl 50 announced?

Context: The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi""s Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami""s chances.","[""October 16, 2012"", ""October 16, 2012,""]","[""October 16, 2012""]"
